Date,TVL
2019-08-10,0.0
2019-08-11,0.0
2019-08-12,0.0
2019-08-13,0.0
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,0.0
2019-08-17,0.0
2019-08-18,0.0
2019-08-19,0.0
2019-08-20,0.0
2019-08-21,0.0
2019-08-22,0.0
2019-08-23,0.0
2019-08-24,0.0
2019-08-25,0.0
2019-08-26,0.0
2019-08-27,0.0
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,0.0
2019-08-31,0.0
2019-09-01,0.0
2019-09-02,0.0
2019-09-03,0.0
2019-09-04,0.0
2019-09-05,0.0
2019-09-06,0.0
2019-09-07,0.0
2019-09-08,0.0
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,0.0
2019-09-13,0.0
2019-09-14,0.0
2019-09-15,0.0
2019-09-16,0.0
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,0.0
2019-09-20,0.0
2019-09-21,0.0
2019-09-22,0.0
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,0.0
2019-09-28,0.0
2019-09-29,0.0
2019-09-30,0.0
2019-10-01,0.0
2019-10-02,0.0
2019-10-03,0.0
2019-10-04,0.0
2019-10-05,0.0
2019-10-06,0.0
2019-10-07,0.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-10,0.0
2019-10-11,0.0
2019-10-12,0.0
2019-10-13,0.0
2019-10-14,0.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,0.0
2019-10-19,0.0
2019-10-20,0.0
2019-10-21,0.0
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,0.0
2019-10-25,0.0
2019-10-26,0.0
2019-10-27,0.0
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,0.0
2019-11-02,0.0
2019-11-03,0.0
2019-11-04,0.0
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,0.0
2019-11-09,0.0
2019-11-10,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,0.0
2019-11-16,0.0
2019-11-17,0.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,0.0
2019-11-22,0.0
2019-11-23,0.0
2019-11-24,0.0
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,0.0
2019-11-28,0.0
2019-11-29,0.0
2019-11-30,0.0
2019-12-01,0.0
2019-12-02,0.0
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,0.0
2019-12-06,0.0
2019-12-07,0.0
2019-12-08,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,0.0
2019-12-14,0.0
2019-12-15,0.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,0.0
2019-12-19,0.0
2019-12-20,0.0
2019-12-21,0.0
2019-12-22,0.0
2019-12-23,0.0
2019-12-24,0.0
2019-12-25,0.0
2019-12-26,0.0
2019-12-27,0.0
2019-12-28,0.0
2019-12-29,0.0
2019-12-30,0.0
2019-12-31,0.0
2020-01-01,0.0
2020-01-02,0.0
2020-01-03,0.0
2020-01-04,0.0
2020-01-05,0.0
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,0.0
2020-01-11,0.0
2020-01-12,0.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-18,0.0
2020-01-19,0.0
2020-01-20,0.0
2020-01-21,0.0
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-25,0.0
2020-01-26,0.0
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,0.0
2020-02-01,0.0
2020-02-02,0.0
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.0
2020-02-29,0.0
2020-03-01,0.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.0
2020-03-07,0.0
2020-03-08,0.0
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,0.0
2020-03-12,0.0
2020-03-13,0.0
2020-03-14,0.0
2020-03-15,0.0
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,0.0
2020-03-19,0.0
2020-03-20,0.0
2020-03-21,0.0
2020-03-22,0.0
2020-03-23,0.0
2020-03-24,0.0
2020-03-25,0.0
2020-03-26,0.0
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-18,0.0
2020-04-19,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-25,0.0
2020-04-26,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-02,0.0
2020-05-03,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-09,0.0
2020-05-10,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-16,0.0
2020-05-17,0.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,0.0
2020-05-23,0.0
2020-05-24,0.0
2020-05-25,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.0
2020-05-30,0.0
2020-05-31,0.0
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-06,0.0
2020-06-07,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-13,0.0
2020-06-14,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-20,0.0
2020-06-21,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,0.0
2020-06-27,0.0
2020-06-28,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-03,0.0
2020-07-04,0.0
2020-07-05,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-11,0.0
2020-07-12,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-18,0.0
2020-07-19,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-25,0.0
2020-07-26,0.0
2020-07-27,0.0
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.0
2020-08-01,0.0
2020-08-02,0.0
2020-08-03,0.0
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,0.0
2020-08-08,0.0
2020-08-09,0.0
2020-08-10,0.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,0.0
2020-08-14,0.0
2020-08-15,0.0
2020-08-16,0.0
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,0.0
2020-08-20,0.0
2020-08-21,0.0
2020-08-22,0.0
2020-08-23,0.0
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
2020-08-29,0.0
2020-08-30,0.0
2020-08-31,0.0
2020-09-01,0.0
2020-09-02,0.0
2020-09-03,0.0
2020-09-04,0.0
2020-09-05,0.0
2020-09-06,0.0
2020-09-07,0.0
2020-09-08,0.0
2020-09-09,0.0
2020-09-10,0.0
2020-09-11,0.0
2020-09-12,0.0
2020-09-13,0.0
2020-09-14,0.0
2020-09-15,0.0
2020-09-16,0.0
2020-09-17,0.0
2020-09-18,0.0
2020-09-19,0.0
2020-09-20,0.0
2020-09-21,0.0
2020-09-22,0.0
2020-09-23,0.0
2020-09-24,0.0
2020-09-25,0.0
2020-09-26,0.0
2020-09-27,0.0
2020-09-28,0.0
2020-09-29,0.0
2020-09-30,0.0
2020-10-01,0.0
2020-10-02,0.0
2020-10-03,0.0
2020-10-04,0.0
2020-10-05,0.0
2020-10-06,0.0
2020-10-07,0.0
2020-10-08,0.0
2020-10-09,0.0
2020-10-10,0.0
2020-10-11,0.0
2020-10-12,0.0
2020-10-13,0.0
2020-10-14,0.0
2020-10-15,0.0
2020-10-16,0.0
2020-10-17,0.0
2020-10-18,0.0
2020-10-19,0.0
2020-10-20,0.0
2020-10-21,0.0
2020-10-22,0.0
2020-10-23,0.0
2020-10-24,0.0
2020-10-25,0.0
2020-10-26,0.0
2020-10-27,0.0
2020-10-28,0.0
2020-10-29,0.0
2020-10-30,0.0
2020-10-31,0.0
2020-11-01,0.0
2020-11-02,0.0
2020-11-03,0.0
2020-11-04,0.0
2020-11-05,0.0
2020-11-06,0.0
2020-11-07,0.0
2020-11-08,0.0
2020-11-09,0.0
2020-11-10,0.0
2020-11-11,0.0
2020-11-12,0.0
2020-11-13,0.0
2020-11-14,0.0
2020-11-15,0.0
2020-11-16,0.0
2020-11-17,0.0
2020-11-18,998.7338736878376
2020-11-19,31005.139596318542
2020-11-20,31049.604937465763
2020-11-21,92745.07017000175
2020-11-22,93144.04658253782
2020-11-23,92532.73318522901
2020-11-24,92642.28700297968
2020-11-25,93228.01031045153
2020-11-26,93729.96279235411
2020-11-27,91476.64743258033
2020-11-28,91222.65852205394
2020-11-29,91505.94265720183
2020-11-30,92196.66972521361
2020-12-01,93362.38088849475
2020-12-02,92753.04247202337
2020-12-03,93518.53234678712
2020-12-04,94066.96200363824
2020-12-05,197560.05083986765
2020-12-06,201244.90983571555
2020-12-07,201471.94904893957
2020-12-08,230179.92716568103
2020-12-09,250997.9753635276
2020-12-10,247676.59955019422
2020-12-11,246634.5287364716
2020-12-12,299479.21852218144
2020-12-13,304964.07872364717
2020-12-14,312032.5657113474
2020-12-15,310040.4090709214
2020-12-16,312047.36607270886
2020-12-17,315726.0277488283
2020-12-18,340061.006266422
2020-12-19,499489.9133499662
2020-12-20,499584.7345115367
2020-12-21,504997.0504667341
2020-12-22,493563.33916381333
2020-12-23,871062.6594077707
2020-12-24,868958.6489009437
2020-12-25,870583.3229232534
2020-12-26,895126.1677132971
2020-12-27,901603.6233538757
2020-12-28,942550.8960581138
2020-12-29,942028.5350407705
2020-12-30,945033.7216277907
2020-12-31,1188777.5819407129
2021-01-01,1210789.936277037
2021-01-02,1221054.1212602165
2021-01-03,1239922.8863206916
2021-01-04,1325166.5757284747
2021-01-05,1258387.778012768
2021-01-06,1273619.2784471242
2021-01-07,1957672.9260278353
2021-01-08,2045727.8826510082
2021-01-09,2140086.5521717384
2021-01-10,2114381.9651460773
2021-01-11,2385539.9709863258
2021-01-12,2242587.8520362144
2021-01-13,2261235.2638129015
2021-01-14,2231820.312747282
2021-01-15,2698643.818344698
2021-01-16,2663574.4577121194
2021-01-17,2669427.567257978
2021-01-18,3881081.162913005
2021-01-19,3999205.066414088
2021-01-20,3990051.161455429
2021-01-21,3845505.124536724
2021-01-22,3701950.021700219
2021-01-23,3678327.572397968
2021-01-24,3699436.568047767
2021-01-25,3729116.8335565357
2021-01-26,3769537.4106320404
2021-01-27,3679007.5530594494
2021-01-28,3566481.127327048
2021-01-29,4033160.266136123
2021-01-30,4329437.8710593805
2021-01-31,4296238.367668973
2021-02-01,4321743.439390555
2021-02-02,4545241.104449416
2021-02-03,5904595.858638456
2021-02-04,6297020.446118651
2021-02-05,6575133.452590216
2021-02-06,6837452.1823830195
2021-02-07,7332207.2380538
2021-02-08,7402091.376058159
2021-02-09,8515522.42871301
2021-02-10,9585571.577692922
2021-02-11,9867683.605337473
2021-02-12,10314898.079058299
2021-02-13,10460460.464774957
2021-02-14,10882129.476195954
2021-02-15,11660656.132261673
2021-02-16,12917257.707977274
2021-02-17,13185312.915362421
2021-02-18,13139876.383513553
2021-02-19,14017561.859259613
2021-02-20,13848829.800138822
2021-02-21,14432187.854219764
2021-02-22,14523194.004332226
2021-02-23,13522411.353444839
2021-02-24,11909144.387353117
2021-02-25,12659851.476597754
2021-02-26,12651894.834004253
2021-02-27,12447917.269108824
2021-02-28,12128847.944698215
2021-03-01,9412134.135095472
2021-03-02,11382374.210096017
2021-03-03,10752243.508806333
2021-03-04,10767207.057135582
2021-03-05,10226767.153875075
2021-03-06,8325900.404663735
2021-03-07,8407224.4123789
2021-03-08,9261284.009432226
2021-03-09,9800787.656534325
2021-03-10,12186668.459922511
2021-03-11,13553078.280928329
2021-03-12,15315591.154795911
2021-03-13,19901955.060193613
2021-03-14,22739674.659838732
2021-03-15,23215502.8043297
2021-03-16,22211694.64945229
2021-03-17,12951661.702575514
2021-03-18,11947832.010902233
2021-03-19,12714950.893236391
2021-03-20,13234882.912486777
2021-03-21,18846025.85671655
2021-03-22,15119863.820729958
2021-03-23,15696546.006725894
2021-03-24,15050588.728444478
2021-03-25,16368484.51443271
2021-03-26,14492212.134644408
2021-03-27,15590399.165196387
2021-03-28,29890777.76425869
2021-03-29,29102622.461054027
2021-03-30,29740963.025500484
2021-03-31,29838561.117969487
2021-04-01,29092556.43164073
2021-04-02,30048494.77066122
2021-04-03,30922581.30854811
2021-04-04,30652247.521808892
2021-04-05,30419770.629400063
2021-04-06,30623461.647488974
2021-04-07,31001346.56832094
2021-04-08,30660530.59059371
2021-04-09,30894399.637317397
2021-04-10,31293674.99745174
2021-04-11,31824052.209670447
2021-04-12,31583773.814052224
2021-04-13,33782322.1969433
2021-04-14,34576314.29422511
2021-04-15,35340663.56855157
2021-04-16,36451019.11155218
2021-04-17,35513556.84459776
2021-04-18,36178385.131419435
2021-04-19,32058713.46993225
2021-04-20,33653498.525344476
2021-04-21,32653931.222069755
2021-04-22,34341767.41014291
2021-04-23,35701061.17013696
2021-04-24,32950541.88728844
2021-04-25,33332251.754374873
2021-04-26,33146418.152061395
2021-04-27,36017805.77121134
2021-04-28,37054767.64156711
2021-04-29,48040582.4480937
2021-04-30,53834660.51804897
2021-05-01,51983850.61377363
2021-05-02,51934884.2568589
2021-05-03,51560730.75110654
2021-05-04,53391951.11811555
2021-05-05,53852007.11529116
2021-05-06,53292460.959725946
2021-05-07,62857948.27767418
2021-05-08,66276253.33219659
2021-05-09,66943986.84029262
2021-05-10,69784037.70175675
2021-05-11,70288957.06227696
2021-05-12,73261416.34177876
2021-05-13,72004329.29056495
2021-05-14,67549598.73480874
2021-05-15,156141911.27874064
2021-05-16,166774809.22132444
2021-05-17,164856291.62872988
2021-05-18,173066578.4832367
2021-05-19,139999609.10034633
2021-05-20,140567353.5439425
2021-05-21,125375800.27332565
2021-05-22,124133848.29651958
2021-05-23,112209431.39198756
2021-05-24,124441758.96555318
2021-05-25,126095699.76919004
2021-05-26,148331195.94831973
2021-05-27,154727288.08292827
2021-05-28,142783310.72556928
2021-05-29,163716502.7967586
2021-05-30,168525669.72518194
2021-05-31,175262752.02719694
2021-06-01,183369754.19473806
2021-06-02,192393868.30534554
2021-06-03,205253362.08875036
2021-06-04,204657948.16865915
2021-06-05,201171480.91344404
2021-06-06,208737191.98920104
2021-06-07,203341615.29643983
2021-06-08,203768057.67610943
2021-06-09,204513581.8551004
2021-06-10,183226153.23020267
2021-06-11,173110867.6950547
2021-06-12,173475867.54115
2021-06-13,178318351.66373143
2021-06-14,192017032.29965046
2021-06-15,203870825.07550964
2021-06-16,217384344.81073087
2021-06-17,216010693.05097494
2021-06-18,208961141.1800889
2021-06-19,206164104.9066923
2021-06-20,204730819.5195132
2021-06-21,190562098.45405734
2021-06-22,183754867.93446767
2021-06-23,180734270.5512381
2021-06-24,185318127.46909365
2021-06-25,178905825.78598127
2021-06-26,176135158.47471952
2021-06-27,177930673.86060166
2021-06-28,182429268.03102076
2021-06-29,191590586.16424006
2021-06-30,195405446.5347336
2021-07-01,217019899.92608306
2021-07-02,223359864.87644672
2021-07-03,224616684.17053103
2021-07-04,227626368.29822156
2021-07-05,227405915.4945085
2021-07-06,229922397.22033012
2021-07-07,230483130.82484052
2021-07-08,225820807.90191185
2021-07-09,236021466.4880871
2021-07-10,233963904.5263936
2021-07-11,235478885.63521913
2021-07-12,231963239.79188955
2021-07-13,228229834.43777135
2021-07-14,295647403.4692893
2021-07-15,294016933.3096443
2021-07-16,286791744.2090675
2021-07-17,284504407.2625628
2021-07-18,285461004.6151287
2021-07-19,279592212.2797982
2021-07-20,279281197.93734616
2021-07-21,282405598.5776708
2021-07-22,289613792.94084585
2021-07-23,295920854.9842168
2021-07-24,311542596.51247704
2021-07-25,311023567.20676064
2021-07-26,323379629.92989206
2021-07-27,320088373.84229344
2021-07-28,323718233.509844
2021-07-29,331176460.43362457
2021-07-30,335451265.5035151
2021-07-31,336958894.909422
2021-08-01,348102625.292292
2021-08-02,345711197.60251343
2021-08-03,344885184.2860922
2021-08-04,346158370.2485881
2021-08-05,350015566.14098996
2021-08-06,355318743.6170121
2021-08-07,360904688.12138546
2021-08-08,363173920.7780389
2021-08-09,355003207.1976549
2021-08-10,360575618.57360154
2021-08-11,368225493.8281646
2021-08-12,371715851.04028696
2021-08-13,402848044.34398174
2021-08-14,412422244.059651
2021-08-15,439382785.2250221
2021-08-16,447591727.8483591
2021-08-17,445479571.981106
2021-08-18,472503908.6460943
2021-08-19,479800833.5991277
2021-08-20,508939659.65485376
2021-08-21,516798995.3444317
2021-08-22,512110070.9010836
2021-08-23,521283586.6485896
2021-08-24,504939661.8906755
2021-08-25,532357453.447252
2021-08-26,524554391.9534925
2021-08-27,574940833.9793458
2021-08-28,615272796.5047637
2021-08-29,621188928.6668528
2021-08-30,642822646.1044455
2021-08-31,641150382.8223425
2021-09-01,668684142.2718197
2021-09-02,681537839.6705577
2021-09-03,706619201.0032084
2021-09-04,712036742.3828356
2021-09-05,734675171.0798162
2021-09-06,784767633.4131231
2021-09-07,764812351.9295355
2021-09-08,881142717.9971619
2021-09-09,1047732035.6826375
2021-09-10,1109979503.924036
2021-09-11,1173773037.2200534
2021-09-12,1238634557.0617385
2021-09-13,1253817768.8091874
2021-09-14,1256605679.4653008
2021-09-15,1255475067.4135447
2021-09-16,1195264883.8169246
2021-09-17,1282351688.3096616
2021-09-18,1382348146.201853
2021-09-19,1350553215.4318676
2021-09-20,1215485620.7709105
2021-09-21,1163160309.0701451
2021-09-22,1246387944.416088
2021-09-23,1268315718.2771947
2021-09-24,1221873813.6949887
2021-09-25,1213350836.4505432
2021-09-26,1212051621.6197112
2021-09-27,1267109211.411571
2021-09-28,1223619070.2701623
2021-09-29,1224346149.4554267
2021-09-30,1222096666.3657384
2021-10-01,1343628754.9456522
2021-10-02,1379035766.3108163
2021-10-03,1445739574.3172426
2021-10-04,1469568704.5156505
2021-10-05,1488805874.746812
2021-10-06,1483653813.0248835
2021-10-07,1448105741.2114377
2021-10-08,1700757029.9507332
2021-10-09,1583752478.7127576
2021-10-10,1591079708.5291781
2021-10-11,1613084970.8481925
2021-10-12,1623968248.5071385
2021-10-13,1671406421.110575
2021-10-14,1662263815.4091306
2021-10-15,1672099972.9611728
2021-10-16,1715818311.581405
2021-10-17,1750514530.8730347
2021-10-18,1769912263.0200112
2021-10-19,1768996925.734191
2021-10-20,1811853325.2348907
2021-10-21,1979356577.068156
2021-10-22,2026520346.3913045
2021-10-23,2096150388.5516725
2021-10-24,2143091847.85391
2021-10-25,2150095091.3176475
2021-10-26,2207292332.411448
2021-10-27,2167651705.075478
2021-10-28,2070607324.4466684
2021-10-29,2218194395.8297663
2021-10-30,2365719052.630819
2021-10-31,2372211181.1047425
2021-11-01,2463993536.857958
2021-11-02,2499971226.563746
2021-11-03,2704500733.5076346
2021-11-04,3547993267.411184
2021-11-05,3633006821.265761
2021-11-06,3627458247.5844903
2021-11-07,3757668046.1695776
2021-11-08,3812561318.9149637
2021-11-09,3791290719.287613
2021-11-10,3686582505.0872164
2021-11-11,3645937657.9442115
2021-11-12,3785696224.105781
2021-11-13,3802644363.16192
2021-11-14,3852984418.800009
2021-11-15,3934095437.337172
2021-11-16,3882617791.154157
2021-11-17,3686112422.7267265
2021-11-18,3739755361.2370496
2021-11-19,3505028645.668785
2021-11-20,3767662970.322151
2021-11-21,3756471725.1847887
2021-11-22,3800662263.5206165
2021-11-23,3649828652.258063
2021-11-24,3674834896.423647
2021-11-25,3618198401.100016
2021-11-26,3611848893.636965
2021-11-27,3421497451.6016703
2021-11-28,3413249944.02073
2021-11-29,3513470169.667544
2021-11-30,3673204193.3938465
