date,total,liquidity_provider,average_traders,heavy_traders,advisors,community_governance,team_private_sale,contributor_grant
7/10/2023,0.00,,,,,,,
7/9/2023,0.00,,,,,,,
7/8/2023,0.00,,,,,,,
7/7/2023,0.00,,,,,,,
7/6/2023,904914.39,,,,,,904914.39,
7/5/2023,0.00,,,,,,,
7/4/2023,0.00,,,,,,,
7/3/2023,0.00,,,,,,,
7/2/2023,0.00,,,,,,,
7/1/2023,0.00,,,,,,,
6/30/2023,0.00,,,,,,,
6/29/2023,0.00,,,,,,,
6/28/2023,0.00,,,,,,,
6/27/2023,0.00,,,,,,,
6/26/2023,0.00,,,,,,,
6/25/2023,0.00,,,,,,,
6/24/2023,0.00,,,,,,,
6/23/2023,0.00,,,,,,,
6/22/2023,0.00,,,,,,,
6/21/2023,0.00,,,,,,,
6/20/2023,0.00,,,,,,,
6/19/2023,0.00,,,,,,,
6/18/2023,0.00,,,,,,,
6/17/2023,0.00,,,,,,,
6/16/2023,0.00,,,,,,,
6/15/2023,0.00,,,,,,,
6/14/2023,0.00,,,,,,,
6/13/2023,0.00,,,,,,,
6/12/2023,0.00,,,,,,,
6/11/2023,0.00,,,,,,,
6/10/2023,0.00,,,,,,,
6/9/2023,799025.08,,,,,,799025.08,
6/8/2023,0.00,,,,,,,
6/7/2023,0.00,,,,,,,
6/6/2023,0.00,,,,,,,
6/5/2023,0.00,,,,,,,
6/4/2023,0.00,,,,,,,
6/3/2023,0.00,,,,,,,
6/2/2023,0.00,,,,,,,
6/1/2023,0.00,,,,,,,
5/31/2023,0.00,,,,,,,
5/30/2023,0.00,,,,,,,
5/29/2023,0.00,,,,,,,
5/28/2023,0.00,,,,,,,
5/27/2023,0.00,,,,,,,
5/26/2023,0.00,,,,,,,
5/25/2023,0.00,,,,,,,
5/24/2023,0.00,,,,,,,
5/23/2023,0.00,,,,,,,
5/22/2023,0.00,,,,,,,
5/21/2023,0.00,,,,,,,
5/20/2023,0.00,,,,,,,
5/19/2023,0.00,,,,,,,
5/18/2023,0.00,,,,,,,
5/17/2023,0.00,,,,,,,
5/16/2023,0.00,,,,,,,
5/15/2023,0.00,,,,,,,
5/14/2023,0.00,,,,,,,
5/13/2023,0.00,,,,,,,
5/12/2023,0.00,,,,,,,
5/11/2023,0.00,,,,,,,
5/10/2023,2916.00,,,,,2916.00,,
5/9/2023,326527.43,,,,,,326527.43,
5/8/2023,0.00,,,,,,,
5/7/2023,0.00,,,,,,,
5/6/2023,0.00,,,,,,,
5/5/2023,0.00,,,,,,,
5/4/2023,0.00,,,,,,,
5/3/2023,0.00,,,,,,,
5/2/2023,0.00,,,,,,,
5/1/2023,0.00,,,,,,,
4/30/2023,0.00,,,,,,,
4/29/2023,0.00,,,,,,,
4/28/2023,0.00,,,,,,,
4/27/2023,0.00,,,,,,,
4/26/2023,0.00,,,,,,,
4/25/2023,0.00,,,,,,,
4/24/2023,0.00,,,,,,,
4/23/2023,0.00,,,,,,,
4/22/2023,0.00,,,,,,,
4/21/2023,0.00,,,,,,,
4/20/2023,0.00,,,,,,,
4/19/2023,0.00,,,,,,,
4/18/2023,0.00,,,,,,,
4/17/2023,0.00,,,,,,,
4/16/2023,0.00,,,,,,,
4/15/2023,0.00,,,,,,,
4/14/2023,0.00,,,,,,,
4/13/2023,0.00,,,,,,,
4/12/2023,277750.00,,,,,277750.00,,
4/11/2023,0.00,,,,,,,
4/10/2023,0.00,,,,,,,
4/9/2023,0.00,,,,,,,
4/8/2023,0.00,,,,,,,
4/7/2023,0.00,,,,,,,
4/6/2023,0.00,,,,,,,
4/5/2023,0.00,,,,,,,
4/4/2023,0.00,,,,,,,
4/3/2023,0.00,,,,,,,
4/2/2023,0.00,,,,,,,
4/1/2023,0.00,,,,,,,
3/31/2023,0.00,,,,,,,
3/30/2023,0.00,,,,,,,
3/29/2023,0.00,,,,,,,
3/28/2023,0.00,,,,,,,
3/27/2023,0.00,,,,,,,
3/26/2023,0.00,,,,,,,
3/25/2023,0.00,,,,,,,
3/24/2023,0.00,,,,,,,
3/23/2023,0.00,,,,,,,
3/22/2023,0.00,,,,,,,
3/21/2023,0.00,,,,,,,
3/20/2023,0.00,,,,,,,
3/19/2023,0.00,,,,,,,
3/18/2023,0.00,,,,,,,
3/17/2023,0.00,,,,,,,
3/16/2023,0.00,,,,,,,
3/15/2023,0.00,,,,,,,
3/14/2023,0.00,,,,,,,
3/13/2023,0.00,,,,,,,
3/12/2023,0.00,,,,,,,
3/11/2023,0.00,,,,,,,
3/10/2023,0.00,,,,,,,
3/9/2023,0.00,,,,,,,
3/8/2023,0.00,,,,,,,
3/7/2023,0.00,,,,,,,
3/6/2023,0.00,,,,,,,
3/5/2023,0.00,,,,,,,
3/4/2023,0.00,,,,,,,
3/3/2023,0.00,,,,,,,
3/2/2023,0.00,,,,,,,
3/1/2023,0.00,,,,,,,
2/28/2023,0.00,,,,,,,
2/27/2023,0.00,,,,,,,
2/26/2023,0.00,,,,,,,
2/25/2023,0.00,,,,,,,
2/24/2023,0.00,,,,,,,
2/23/2023,0.00,,,,,,,
2/22/2023,0.00,,,,,,,
2/21/2023,0.00,,,,,,,
2/20/2023,0.00,,,,,,,
2/19/2023,0.00,,,,,,,
2/18/2023,0.00,,,,,,,
2/17/2023,0.00,,,,,,,
2/16/2023,0.00,,,,,,,
2/15/2023,0.00,,,,,,,
2/14/2023,0.00,,,,,,,
2/13/2023,0.00,,,,,,,
2/12/2023,0.00,,,,,,,
2/11/2023,0.00,,,,,,,
2/10/2023,0.00,,,,,,,
2/9/2023,0.00,,,,,,,
2/8/2023,0.00,,,,,,,
2/7/2023,2892048.62,,,,,,2892048.62,
2/6/2023,0.00,,,,,,,
2/5/2023,0.00,,,,,,,
2/4/2023,0.00,,,,,,,
2/3/2023,0.00,,,,,,,
2/2/2023,0.00,,,,,,,
2/1/2023,0.00,,,,,,,
1/31/2023,0.00,,,,,,,
1/30/2023,0.00,,,,,,,
1/29/2023,0.00,,,,,,,
1/28/2023,0.00,,,,,,,
1/27/2023,0.00,,,,,,,
1/26/2023,0.00,,,,,,,
1/25/2023,0.00,,,,,,,
1/24/2023,0.00,,,,,,,
1/23/2023,0.00,,,,,,,
1/22/2023,0.00,,,,,,,
1/21/2023,0.00,,,,,,,
1/20/2023,0.00,,,,,,,
1/19/2023,0.00,,,,,,,
1/18/2023,0.00,,,,,,,
1/17/2023,0.00,,,,,,,
1/16/2023,0.00,,,,,,,
1/15/2023,0.00,,,,,,,
1/14/2023,0.00,,,,,,,
1/13/2023,0.00,,,,,,,
1/12/2023,0.00,,,,,,,
1/11/2023,0.00,,,,,,,
1/10/2023,0.00,,,,,,,
1/9/2023,0.00,,,,,,,
1/8/2023,0.00,,,,,,,
1/7/2023,0.00,,,,,,,
1/6/2023,0.00,,,,,,,
1/5/2023,11352321.03,,,,,,11352321.03,
1/4/2023,0.00,,,,,,,
1/3/2023,0.00,,,,,,,
1/2/2023,0.00,,,,,,,
1/1/2023,0.00,,,,,,,
12/31/2022,0.00,,,,,,,
12/30/2022,0.00,,,,,,,
12/29/2022,0.00,,,,,,,
12/28/2022,0.00,,,,,,,
12/27/2022,0.00,,,,,,,
12/26/2022,0.00,,,,,,,
12/25/2022,0.00,,,,,,,
12/24/2022,0.00,,,,,,,
12/23/2022,153472.22,,,,,,153472.22,
12/22/2022,0.00,,,,,,,
12/21/2022,0.00,,,,,,,
12/20/2022,0.00,,,,,,,
12/19/2022,0.00,,,,,,,
12/18/2022,0.00,,,,,,,
12/17/2022,0.00,,,,,,,
12/16/2022,0.00,,,,,,,
12/15/2022,0.00,,,,,,,
12/14/2022,0.00,,,,,,,
12/13/2022,1.00,,,,,1.00,,
12/12/2022,0.00,,,,,,,
12/11/2022,0.00,,,,,,,
12/10/2022,0.00,,,,,,,
12/9/2022,0.00,,,,,,,
12/8/2022,0.00,,,,,,,
12/7/2022,0.00,,,,,,,
12/6/2022,0.00,,,,,,,
12/5/2022,0.00,,,,,,,
12/4/2022,0.00,,,,,,,
12/3/2022,0.00,,,,,,,
12/2/2022,0.00,,,,,,,
12/1/2022,0.00,,,,,,,
11/30/2022,0.00,,,,,,,
11/29/2022,0.00,,,,,,,
11/28/2022,0.00,,,,,,,
11/27/2022,0.00,,,,,,,
11/26/2022,0.00,,,,,,,
11/25/2022,0.00,,,,,,,
11/24/2022,0.00,,,,,,,
11/23/2022,0.00,,,,,,,
11/22/2022,0.00,,,,,,,
11/21/2022,0.00,,,,,,,
11/20/2022,0.00,,,,,,,
11/19/2022,0.00,,,,,,,
11/18/2022,0.00,,,,,,,
11/17/2022,0.00,,,,,,,
11/16/2022,0.00,,,,,,,
11/15/2022,0.00,,,,,,,
11/14/2022,0.00,,,,,,,
11/13/2022,0.00,,,,,,,
11/12/2022,0.00,,,,,,,
11/11/2022,0.00,,,,,,,
11/10/2022,0.00,,,,,,,
11/9/2022,0.00,,,,,,,
11/8/2022,0.00,,,,,,,
11/7/2022,0.00,,,,,,,
11/6/2022,0.00,,,,,,,
11/5/2022,0.00,,,,,,,
11/4/2022,0.00,,,,,,,
11/3/2022,0.00,,,,,,,
11/2/2022,0.00,,,,,,,
11/1/2022,829651.07,,,,,829651.07,,
10/31/2022,0.00,,,,,,,
10/30/2022,0.00,,,,,,,
10/29/2022,0.00,,,,,,,
10/28/2022,0.00,,,,,,,
10/27/2022,0.00,,,,,,,
10/26/2022,0.00,,,,,,,
10/25/2022,1.00,,,,,1.00,,
10/24/2022,0.00,,,,,,,
10/23/2022,0.00,,,,,,,
10/22/2022,0.00,,,,,,,
10/21/2022,0.00,,,,,,,
10/20/2022,0.00,,,,,,,
10/19/2022,0.00,,,,,,,
10/18/2022,0.00,,,,,,,
10/17/2022,0.00,,,,,,,
10/16/2022,0.00,,,,,,,
10/15/2022,0.00,,,,,,,
10/14/2022,0.00,,,,,,,
10/13/2022,0.00,,,,,,,
10/12/2022,0.00,,,,,,,
10/11/2022,0.00,,,,,,,
10/10/2022,636000.00,,,,,636000.00,,
10/9/2022,0.00,,,,,,,
10/8/2022,0.00,,,,,,,
10/7/2022,0.00,,,,,,,
10/6/2022,0.00,,,,,,,
10/5/2022,0.00,,,,,,,
10/4/2022,0.00,,,,,,,
10/3/2022,0.00,,,,,,,
10/2/2022,0.00,,,,,,,
10/1/2022,0.00,,,,,,,
9/30/2022,0.00,,,,,,,
9/29/2022,0.00,,,,,,,
9/28/2022,0.00,,,,,,,
9/27/2022,0.00,,,,,,,
9/26/2022,0.00,,,,,,,
9/25/2022,0.00,,,,,,,
9/24/2022,0.00,,,,,,,
9/23/2022,0.00,,,,,,,
9/22/2022,0.00,,,,,,,
9/21/2022,30000.00,,,,,30000.00,,
9/20/2022,0.00,,,,,,,
9/19/2022,0.00,,,,,,,
9/18/2022,0.00,,,,,,,
9/17/2022,0.00,,,,,,,
9/16/2022,0.00,,,,,,,
9/15/2022,0.00,,,,,,,
9/14/2022,0.00,,,,,,,
9/13/2022,0.00,,,,,,,
9/12/2022,0.00,,,,,,,
9/11/2022,0.00,,,,,,,
9/10/2022,0.00,,,,,,,
9/9/2022,0.00,,,,,,,
9/8/2022,0.00,,,,,,,
9/7/2022,0.00,,,,,,,
9/6/2022,0.00,,,,,,,
9/5/2022,0.00,,,,,,,
9/4/2022,0.00,,,,,,,
9/3/2022,0.00,,,,,,,
9/2/2022,0.00,,,,,,,
9/1/2022,0.00,,,,,,,
8/31/2022,0.00,,,,,,,
8/30/2022,1054999.00,,,,,1054999.00,,
8/29/2022,0.00,,,,,,,
8/28/2022,0.00,,,,,,,
8/27/2022,0.00,,,,,,,
8/26/2022,70000.00,,,,,70000.00,,
8/25/2022,0.00,,,,,,,
8/24/2022,0.00,,,,,,,
8/23/2022,0.00,,,,,,,
8/22/2022,0.00,,,,,,,
8/21/2022,0.00,,,,,,,
8/20/2022,0.00,,,,,,,
8/19/2022,0.00,,,,,,,
8/18/2022,0.00,,,,,,,
8/17/2022,0.00,,,,,,,
8/16/2022,0.00,,,,,,,
8/15/2022,0.00,,,,,,,
8/14/2022,0.00,,,,,,,
8/13/2022,0.00,,,,,,,
8/12/2022,200000.00,,,,,200000.00,,
8/11/2022,0.00,,,,,,,
8/10/2022,0.00,,,,,,,
8/9/2022,0.00,,,,,,,
8/8/2022,0.00,,,,,,,
8/7/2022,0.00,,,,,,,
8/6/2022,0.00,,,,,,,
8/5/2022,0.00,,,,,,,
8/4/2022,0.00,,,,,,,
8/3/2022,0.00,,,,,,,
8/2/2022,0.00,,,,,,,
8/1/2022,0.00,,,,,,,
7/31/2022,0.00,,,,,,,
7/30/2022,0.00,,,,,,,
7/29/2022,70000.00,,,,,70000.00,,
7/28/2022,0.00,,,,,,,
7/27/2022,0.00,,,,,,,
7/26/2022,0.00,,,,,,,
7/25/2022,0.00,,,,,,,
7/24/2022,0.00,,,,,,,
7/23/2022,0.00,,,,,,,
7/22/2022,0.00,,,,,,,
7/21/2022,0.00,,,,,,,
7/20/2022,0.00,,,,,,,
7/19/2022,104206.00,,,,,,104206.00,
7/18/2022,0.00,,,,,,,
7/17/2022,0.00,,,,,,,
7/16/2022,0.00,,,,,,,
7/15/2022,174208.00,,,,,174208.00,,
7/14/2022,2.00,,,,,,2.00,
7/13/2022,0.00,,,,,,,
7/12/2022,0.00,,,,,,,
7/11/2022,0.00,,,,,,,
7/10/2022,0.00,,,,,,,
7/9/2022,0.00,,,,,,,
7/8/2022,0.00,,,,,,,
7/7/2022,1000000.00,,,,,1000000.00,,
7/6/2022,0.00,,,,,,,
7/5/2022,0.00,,,,,,,
7/4/2022,0.00,,,,,,,
7/3/2022,66666.67,,,,,66666.67,,
7/2/2022,0.00,,,,,,,
7/1/2022,0.00,,,,,,,
6/30/2022,0.00,,,,,,,
6/29/2022,0.00,,,,,,,
6/28/2022,0.00,,,,,,,
6/27/2022,80000.00,,,,,80000.00,,
6/26/2022,0.00,,,,,,,
6/25/2022,0.00,,,,,,,
6/24/2022,0.00,,,,,,,
6/23/2022,0.00,,,,,,,
6/22/2022,0.00,,,,,,,
6/21/2022,0.00,,,,,,,
6/20/2022,0.00,,,,,,,
6/19/2022,0.00,,,,,,,
6/18/2022,0.00,,,,,,,
6/17/2022,0.00,,,,,,,
6/16/2022,0.00,,,,,,,
6/15/2022,0.00,,,,,,,
6/14/2022,0.00,,,,,,,
6/13/2022,0.00,,,,,,,
6/12/2022,0.00,,,,,,,
6/11/2022,0.00,,,,,,,
6/10/2022,0.00,,,,,,,
6/9/2022,0.00,,,,,,,
6/8/2022,0.00,,,,,,,
6/7/2022,0.00,,,,,,,
6/6/2022,0.00,,,,,,,
6/5/2022,0.00,,,,,,,
6/4/2022,0.00,,,,,,,
6/3/2022,0.00,,,,,,,
6/2/2022,0.00,,,,,,,
6/1/2022,0.00,,,,,,,
5/31/2022,0.00,,,,,,,
5/30/2022,200000.00,,,,,200000.00,,
5/29/2022,0.00,,,,,,,
5/28/2022,0.00,,,,,,,
5/27/2022,0.00,,,,,,,
5/26/2022,0.00,,,,,,,
5/25/2022,0.00,,,,,,,
5/24/2022,0.00,,,,,,,
5/23/2022,0.00,,,,,,,
5/22/2022,0.00,,,,,,,
5/21/2022,0.00,,,,,,,
5/20/2022,0.00,,,,,,,
5/19/2022,0.00,,,,,,,
5/18/2022,0.00,,,,,,,
5/17/2022,0.00,,,,,,,
5/16/2022,0.00,,,,,,,
5/15/2022,0.00,,,,,,,
5/14/2022,0.00,,,,,,,
5/13/2022,0.00,,,,,,,
5/12/2022,0.00,,,,,,,
5/11/2022,300000.00,,,,,300000.00,,
5/10/2022,0.00,,,,,,,
5/9/2022,0.00,,,,,,,
5/8/2022,0.00,,,,,,,
5/7/2022,0.00,,,,,,,
5/6/2022,0.00,,,,,,,
5/5/2022,0.00,,,,,,,
5/4/2022,0.00,,,,,,,
5/3/2022,0.00,,,,,,,
5/2/2022,0.00,,,,,,,
5/1/2022,0.00,,,,,,,
4/30/2022,0.00,,,,,,,
4/29/2022,0.00,,,,,,,
4/28/2022,0.00,,,,,,,
4/27/2022,0.00,,,,,,,
4/26/2022,0.00,,,,,,,
4/25/2022,0.00,,,,,,,
4/24/2022,0.00,,,,,,,
4/23/2022,0.00,,,,,,,
4/22/2022,0.00,,,,,,,
4/21/2022,0.00,,,,,,,
4/20/2022,0.00,,,,,,,
4/19/2022,600000.00,,,,,600000.00,,
4/18/2022,373593.15,,,,,373593.15,,
4/17/2022,0.00,,,,,,,
4/16/2022,0.00,,,,,,,
4/15/2022,0.00,,,,,,,
4/14/2022,0.00,,,,,,,
4/13/2022,0.00,,,,,,,
4/12/2022,0.00,,,,,,,
4/11/2022,154640.00,,,,,154640.00,,
4/10/2022,0.00,,,,,,,
4/9/2022,0.00,,,,,,,
4/8/2022,0.00,,,,,,,
4/7/2022,600000.00,,,,,600000.00,,
4/6/2022,0.00,,,,,,,
4/5/2022,0.00,,,,,,,
4/4/2022,0.00,,,,,,,
4/3/2022,135416.67,,,,,135416.67,,
4/2/2022,0.00,,,,,,,
4/1/2022,0.00,,,,,,,
3/31/2022,0.00,,,,,,,
3/30/2022,0.00,,,,,,,
3/29/2022,1.00,,,,,1.00,,
3/28/2022,0.00,,,,,,,
3/27/2022,0.00,,,,,,,
3/26/2022,0.00,,,,,,,
3/25/2022,0.00,,,,,,,
3/24/2022,600000.00,,,,,600000.00,,
3/23/2022,0.00,,,,,,,
3/22/2022,0.00,,,,,,,
3/21/2022,0.00,,,,,,,
3/20/2022,0.00,,,,,,,
3/19/2022,0.00,,,,,,,
3/18/2022,0.00,,,,,,,
3/17/2022,0.00,,,,,,,
3/16/2022,0.00,,,,,,,
3/15/2022,0.00,,,,,,,
3/14/2022,600000.00,,,,,600000.00,,
3/13/2022,0.00,,,,,,,
3/12/2022,0.00,,,,,,,
3/11/2022,0.00,,,,,,,
3/10/2022,0.00,,,,,,,
3/9/2022,0.00,,,,,,,
3/8/2022,0.00,,,,,,,
3/7/2022,0.00,,,,,,,
3/6/2022,0.00,,,,,,,
3/5/2022,0.00,,,,,,,
3/4/2022,0.00,,,,,,,
3/3/2022,0.00,,,,,,,
3/2/2022,0.00,,,,,,,
3/1/2022,0.00,,,,,,,
2/28/2022,0.00,,,,,,,
2/27/2022,0.00,,,,,,,
2/26/2022,0.00,,,,,,,
2/25/2022,0.00,,,,,,,
2/24/2022,600000.00,,,,,600000.00,,
2/23/2022,0.00,,,,,,,
2/22/2022,0.00,,,,,,,
2/21/2022,0.00,,,,,,,
2/20/2022,0.00,,,,,,,
2/19/2022,0.00,,,,,,,
2/18/2022,0.00,,,,,,,
2/17/2022,0.00,,,,,,,
2/16/2022,0.00,,,,,,,
2/15/2022,0.00,,,,,,,
2/14/2022,0.00,,,,,,,
2/13/2022,0.00,,,,,,,
2/12/2022,0.00,,,,,,,
2/11/2022,600000.00,,,,,600000.00,,
2/10/2022,0.00,,,,,,,
2/9/2022,0.00,,,,,,,
2/8/2022,0.00,,,,,,,
2/7/2022,0.00,,,,,,,
2/6/2022,0.00,,,,,,,
2/5/2022,0.00,,,,,,,
2/4/2022,0.00,,,,,,,
2/3/2022,0.00,,,,,,,
2/2/2022,0.00,,,,,,,
2/1/2022,0.00,,,,,,,
1/31/2022,0.00,,,,,,,
1/30/2022,0.00,,,,,,,
1/29/2022,0.00,,,,,,,
1/28/2022,0.00,,,,,,,
1/27/2022,600000.00,,,,,600000.00,,
1/26/2022,0.00,,,,,,,
1/25/2022,0.00,,,,,,,
1/24/2022,0.00,,,,,,,
1/23/2022,0.00,,,,,,,
1/22/2022,0.00,,,,,,,
1/21/2022,0.00,,,,,,,
1/20/2022,0.00,,,,,,,
1/19/2022,0.00,,,,,,,
1/18/2022,0.00,,,,,,,
1/17/2022,0.00,,,,,,,
1/16/2022,0.00,,,,,,,
1/15/2022,0.00,,,,,,,
1/14/2022,0.00,,,,,,,
1/13/2022,601000.00,,,,,601000.00,,
1/12/2022,0.00,,,,,,,
1/11/2022,0.00,,,,,,,
1/10/2022,0.00,,,,,,,
1/9/2022,0.00,,,,,,,
1/8/2022,0.00,,,,,,,
1/7/2022,0.00,,,,,,,
1/6/2022,0.00,,,,,,,
1/5/2022,0.00,,,,,,,
1/4/2022,0.00,,,,,,,
1/3/2022,0.00,,,,,,,
1/2/2022,0.00,,,,,,,
1/1/2022,0.00,,,,,,,
12/31/2021,0.00,,,,,,,
12/30/2021,600000.00,,,,,600000.00,,
12/29/2021,0.00,,,,,,,
12/28/2021,0.00,,,,,,,
12/27/2021,0.00,,,,,,,
12/26/2021,0.00,,,,,,,
12/25/2021,0.00,,,,,,,
12/24/2021,0.00,,,,,,,
12/23/2021,0.00,,,,,,,
12/22/2021,0.00,,,,,,,
12/21/2021,0.00,,,,,,,
12/20/2021,0.00,,,,,,,
12/19/2021,0.00,,,,,,,
12/18/2021,0.00,,,,,,,
12/17/2021,0.00,,,,,,,
12/16/2021,600000.00,,,,,600000.00,,
12/15/2021,0.00,,,,,,,
12/14/2021,0.00,,,,,,,
12/13/2021,291.50,,,,,291.50,,
12/12/2021,0.00,,,,,,,
12/11/2021,0.00,,,,,,,
12/10/2021,0.00,,,,,,,
12/9/2021,0.00,,,,,,,
12/8/2021,0.00,,,,,,,
12/7/2021,0.00,,,,,,,
12/6/2021,0.00,,,,,,,
12/5/2021,0.00,,,,,,,
12/4/2021,0.00,,,,,,,
12/3/2021,600000.00,,,,,600000.00,,
12/2/2021,0.00,,,,,,,
12/1/2021,0.00,,,,,,,
11/30/2021,0.00,,,,,,,
11/29/2021,0.00,,,,,,,
11/28/2021,0.00,,,,,,,
11/27/2021,0.00,,,,,,,
11/26/2021,0.00,,,,,,,
11/25/2021,0.00,,,,,,,
11/24/2021,0.00,,,,,,,
11/23/2021,0.00,,,,,,,
11/22/2021,0.00,,,,,,,
11/21/2021,0.00,,,,,,,
11/20/2021,0.00,,,,,,,
11/19/2021,0.00,,,,,,,
11/18/2021,600000.00,,,,,600000.00,,
11/17/2021,0.00,,,,,,,
11/16/2021,0.00,,,,,,,
11/15/2021,0.00,,,,,,,
11/14/2021,0.00,,,,,,,
11/13/2021,0.00,,,,,,,
11/12/2021,0.00,,,,,,,
11/11/2021,0.00,,,,,,,
11/10/2021,0.00,,,,,,,
11/9/2021,0.00,,,,,,,
11/8/2021,0.00,,,,,,,
11/7/2021,0.00,,,,,,,
11/6/2021,0.00,,,,,,,
11/5/2021,700000.00,,,,,700000.00,,
11/4/2021,0.00,,,,,,,
11/3/2021,0.00,,,,,,,
11/2/2021,0.00,,,,,,,
11/1/2021,0.00,,,,,,,
10/31/2021,0.00,,,,,,,
10/30/2021,0.00,,,,,,,
10/29/2021,0.00,,,,,,,
10/28/2021,0.00,,,,,,,
10/27/2021,526500.00,,,,,526500.00,,
10/26/2021,0.00,,,,,,,
10/25/2021,0.00,,,,,,,
10/24/2021,0.00,,,,,,,
10/23/2021,0.00,,,,,,,
10/22/2021,0.00,,,,,,,
10/21/2021,560000.00,,,,,560000.00,,
10/20/2021,0.00,,,,,,,
10/19/2021,0.00,,,,,,,
10/18/2021,0.00,,,,,,,
10/17/2021,0.00,,,,,,,
10/16/2021,0.00,,,,,,,
10/15/2021,0.00,,,,,,,
10/14/2021,0.00,,,,,,,
10/13/2021,0.00,,,,,,,
10/12/2021,140600.00,,,,,140600.00,,
10/11/2021,0.00,,,,,,,
10/10/2021,0.00,,,,,,,
10/9/2021,0.00,,,,,,,
10/8/2021,0.00,,,,,,,
10/7/2021,0.00,,,,,,,
10/6/2021,900000.00,,,,,900000.00,,
10/5/2021,0.00,,,,,,,
10/4/2021,0.00,,,,,,,
10/3/2021,0.00,,,,,,,
10/2/2021,0.00,,,,,,,
10/1/2021,0.00,,,,,,,
9/30/2021,0.00,,,,,,,
9/29/2021,0.00,,,,,,,
9/28/2021,171000.00,,,,,171000.00,,
9/27/2021,0.00,,,,,,,
9/26/2021,0.00,,,,,,,
9/25/2021,0.00,,,,,,,
9/24/2021,0.00,,,,,,,
9/23/2021,0.00,,,,,,,
9/22/2021,1200000.00,,,,,1200000.00,,
9/21/2021,0.00,,,,,,,
9/20/2021,30000.00,,,,,30000.00,,
9/19/2021,0.00,,,,,,,
9/18/2021,0.00,,,,,,,
9/17/2021,0.00,,,,,,,
9/16/2021,0.00,,,,,,,
9/15/2021,0.00,,,,,,,
9/14/2021,0.00,,,,,,,
9/13/2021,0.00,,,,,,,
9/12/2021,0.00,,,,,,,
9/11/2021,0.00,,,,,,,
9/10/2021,404000.00,,,,,404000.00,,
9/9/2021,0.00,,,,,,,
9/8/2021,0.00,,,,,,,
9/7/2021,0.00,,,,,,,
9/6/2021,11230.00,,,,,11230.00,,
9/5/2021,0.00,,,,,,,
9/4/2021,0.00,,,,,,,
9/3/2021,0.00,,,,,,,
9/2/2021,0.00,,,,,,,
9/1/2021,0.00,,,,,,,
8/31/2021,295320.00,,,,,295320.00,,
8/30/2021,50000.00,,,,,50000.00,,
8/29/2021,0.00,,,,,,,
8/28/2021,0.00,,,,,,,
8/27/2021,0.00,,,,,,,
8/26/2021,305001.00,,,,,305001.00,,
8/25/2021,0.00,,,,,,,
8/24/2021,0.00,,,,,,,
8/23/2021,0.00,,,,,,,
8/22/2021,0.00,,,,,,,
8/21/2021,0.00,,,,,,,
8/20/2021,0.00,,,,,,,
8/19/2021,0.00,,,,,,,
8/18/2021,0.00,,,,,,,
8/17/2021,82083.00,,,,,82083.00,,
8/16/2021,0.00,,,,,,,
8/15/2021,0.00,,,,,,,
8/14/2021,0.00,,,,,,,
8/13/2021,0.00,,,,,,,
8/12/2021,0.00,,,,,,,
8/11/2021,436001.00,,,,,436001.00,,
8/10/2021,0.00,,,,,,,
8/9/2021,1.00,,,,,1.00,,
8/8/2021,0.00,,,,,,,
8/7/2021,0.00,,,,,,,
8/6/2021,0.00,,,,,,,
8/5/2021,0.00,,,,,,,
8/4/2021,0.00,,,,,,,
8/3/2021,0.00,,,,,,,
8/2/2021,0.00,,,,,,,
8/1/2021,5250000.00,4000000.00,500000.00,500000.00,250000.00,,,