date,gross_emissions_native,premine_unlocks_native,burns_native,net_supply_change_native,circulating_supply_native
8/30/2022,"237,600","237,600",0,"475,200","416,016,000"
8/31/2022,"237,600","237,600",0,"475,200","416,491,200"
9/1/2022,"237,600","237,600",0,"475,200","416,966,400"
9/2/2022,"237,600","237,600",0,"475,200","417,441,600"
9/3/2022,"216,000","216,000",0,"432,000","417,873,600"
9/4/2022,"216,000","216,000",0,"432,000","418,305,600"
9/5/2022,"216,000","216,000",0,"432,000","418,737,600"
9/6/2022,"216,000","216,000",0,"432,000","419,169,600"
9/7/2022,"216,000","216,000",0,"432,000","419,601,600"
9/8/2022,"216,000","216,000",0,"432,000","420,033,600"
9/9/2022,"216,000","216,000",0,"432,000","420,465,600"
9/10/2022,"216,000","216,000",0,"432,000","420,897,600"
9/11/2022,"216,000","216,000",0,"432,000","421,329,600"
9/12/2022,"216,000","216,000",0,"432,000","421,761,600"
9/13/2022,"216,000","216,000",0,"432,000","422,193,600"
9/14/2022,"216,000","216,000",0,"432,000","422,625,600"
9/15/2022,"216,000","216,000",0,"432,000","423,057,600"
9/16/2022,"216,000","216,000",0,"432,000","423,489,600"
9/17/2022,"216,000","216,000",0,"432,000","423,921,600"
9/18/2022,"216,000","216,000",0,"432,000","424,353,600"
9/19/2022,"216,000","216,000",0,"432,000","424,785,600"
9/20/2022,"216,000","216,000",0,"432,000","425,217,600"
9/21/2022,"216,000","216,000",0,"432,000","425,649,600"
9/22/2022,"216,000","216,000",0,"432,000","426,081,600"
9/23/2022,"216,000","216,000",0,"432,000","426,513,600"
9/24/2022,"216,000","216,000",0,"432,000","426,945,600"
9/25/2022,"216,000","216,000",0,"432,000","427,377,600"
9/26/2022,"216,000","216,000",0,"432,000","427,809,600"
9/27/2022,"216,000","216,000",0,"432,000","428,241,600"
9/28/2022,"216,000","216,000",0,"432,000","428,673,600"
9/29/2022,"216,000","216,000",0,"432,000","429,105,600"
9/30/2022,"216,000","216,000",0,"432,000","429,537,600"
10/1/2022,"216,000","216,000",0,"432,000","429,969,600"
10/2/2022,"216,000","216,000",0,"432,000","430,401,600"
10/3/2022,"194,400","194,400",0,"388,800","430,790,400"
10/4/2022,"194,400","194,400",0,"388,800","431,179,200"
10/5/2022,"194,400","194,400",0,"388,800","431,568,000"
10/6/2022,"194,400","194,400",0,"388,800","431,956,800"
10/7/2022,"194,400","194,400",0,"388,800","432,345,600"
10/8/2022,"194,400","194,400",0,"388,800","432,734,400"
10/9/2022,"194,400","194,400",0,"388,800","433,123,200"
10/10/2022,"194,400","194,400",0,"388,800","433,512,000"
10/11/2022,"194,400","194,400",0,"388,800","433,900,800"
10/12/2022,"194,400","194,400",0,"388,800","434,289,600"
10/13/2022,"194,400","194,400",0,"388,800","434,678,400"
10/14/2022,"194,400","194,400",0,"388,800","435,067,200"
10/15/2022,"194,400","194,400",0,"388,800","435,456,000"
10/16/2022,"194,400","194,400",0,"388,800","435,844,800"
10/17/2022,"194,400","194,400",0,"388,800","436,233,600"
10/18/2022,"194,400","194,400",0,"388,800","436,622,400"
10/19/2022,"194,400","194,400",0,"388,800","437,011,200"
10/20/2022,"194,400","194,400",0,"388,800","437,400,000"
10/21/2022,"194,400","194,400",0,"388,800","437,788,800"
10/22/2022,"194,400","194,400",0,"388,800","438,177,600"
10/23/2022,"194,400","194,400",0,"388,800","438,566,400"
10/24/2022,"194,400","194,400",0,"388,800","438,955,200"
10/25/2022,"194,400","194,400",0,"388,800","439,344,000"
10/26/2022,"194,400","194,400",0,"388,800","439,732,800"
10/27/2022,"194,400","194,400",0,"388,800","440,121,600"
10/28/2022,"194,400","194,400",0,"388,800","440,510,400"
10/29/2022,"194,400","194,400",0,"388,800","440,899,200"
10/30/2022,"194,400","194,400",0,"388,800","441,288,000"
10/31/2022,"194,400","194,400",0,"388,800","441,676,800"
11/1/2022,"194,400","194,400",0,"388,800","442,065,600"
11/2/2022,"194,400","194,400",0,"388,800","442,454,400"
11/3/2022,"172,800","172,800",0,"345,600","442,800,000"
11/4/2022,"172,800","172,800",0,"345,600","443,145,600"
11/5/2022,"172,800","172,800",0,"345,600","443,491,200"
11/6/2022,"172,800","172,800",0,"345,600","443,836,800"
11/7/2022,"172,800","172,800",0,"345,600","444,182,400"
11/8/2022,"172,800","172,800",0,"345,600","444,528,000"
11/9/2022,"172,800","172,800",0,"345,600","444,873,600"
11/10/2022,"172,800","172,800",0,"345,600","445,219,200"
11/11/2022,"172,800","172,800",0,"345,600","445,564,800"
11/12/2022,"172,800","172,800",0,"345,600","445,910,400"
11/13/2022,"172,800","172,800",0,"345,600","446,256,000"
11/14/2022,"172,800","172,800",0,"345,600","446,601,600"
11/15/2022,"172,800","172,800",0,"345,600","446,947,200"
11/16/2022,"172,800","172,800",0,"345,600","447,292,800"
11/17/2022,"172,800","172,800",0,"345,600","447,638,400"
11/18/2022,"172,800","172,800",0,"345,600","447,984,000"
11/19/2022,"172,800","172,800",0,"345,600","448,329,600"
11/20/2022,"172,800","172,800",0,"345,600","448,675,200"
11/21/2022,"172,800","172,800",0,"345,600","449,020,800"
11/22/2022,"172,800","172,800",0,"345,600","449,366,400"
11/23/2022,"172,800","172,800",0,"345,600","449,712,000"
11/24/2022,"172,800","172,800",0,"345,600","450,057,600"
11/25/2022,"172,800","172,800",0,"345,600","450,403,200"
11/26/2022,"172,800","172,800",0,"345,600","450,748,800"
11/27/2022,"172,800","172,800",0,"345,600","451,094,400"
11/28/2022,"172,800","172,800",0,"345,600","451,440,000"
11/29/2022,"172,800","172,800",0,"345,600","451,785,600"
11/30/2022,"172,800","172,800",0,"345,600","452,131,200"
12/1/2022,"172,800","172,800",0,"345,600","452,476,800"
12/2/2022,"172,800","172,800",0,"345,600","452,822,400"
12/3/2022,"151,200","151,200",0,"302,400","453,124,800"
12/4/2022,"151,200","151,200",0,"302,400","453,427,200"
12/5/2022,"151,200","151,200",0,"302,400","453,729,600"
12/6/2022,"151,200","151,200",0,"302,400","454,032,000"
12/7/2022,"151,200","151,200",0,"302,400","454,334,400"
12/8/2022,"151,200","151,200",0,"302,400","454,636,800"
12/9/2022,"151,200","151,200",0,"302,400","454,939,200"
12/10/2022,"151,200","151,200",0,"302,400","455,241,600"
12/11/2022,"151,200","151,200",0,"302,400","455,544,000"
12/12/2022,"151,200","151,200",0,"302,400","455,846,400"
12/13/2022,"151,200","151,200",0,"302,400","456,148,800"
12/14/2022,"151,200","151,200",0,"302,400","456,451,200"
12/15/2022,"151,200","151,200",0,"302,400","456,753,600"
12/16/2022,"151,200","151,200",0,"302,400","457,056,000"
12/17/2022,"151,200","151,200",0,"302,400","457,358,400"
12/18/2022,"151,200","151,200",0,"302,400","457,660,800"
12/19/2022,"151,200","151,200",0,"302,400","457,963,200"
12/20/2022,"151,200","151,200",0,"302,400","458,265,600"
12/21/2022,"151,200","151,200",0,"302,400","458,568,000"
12/22/2022,"151,200","151,200",0,"302,400","458,870,400"
12/23/2022,"151,200","151,200",0,"302,400","459,172,800"
12/24/2022,"151,200","151,200",0,"302,400","459,475,200"
12/25/2022,"151,200","151,200",0,"302,400","459,777,600"
12/26/2022,"151,200","151,200",0,"302,400","460,080,000"
12/27/2022,"151,200","151,200",0,"302,400","460,382,400"
12/28/2022,"151,200","151,200",0,"302,400","460,684,800"
12/29/2022,"151,200","151,200",0,"302,400","460,987,200"
12/30/2022,"151,200","151,200",0,"302,400","461,289,600"
12/31/2022,"151,200","151,200",0,"302,400","461,592,000"
1/1/2023,"151,200","151,200",0,"302,400","461,894,400"
1/2/2023,"151,200","151,200",0,"302,400","462,196,800"
1/3/2023,"129,600","129,600",0,"259,200","462,456,000"
1/4/2023,"129,600","129,600",0,"259,200","462,715,200"
1/5/2023,"129,600","129,600",0,"259,200","462,974,400"
1/6/2023,"129,600","129,600",0,"259,200","463,233,600"
1/7/2023,"129,600","129,600",0,"259,200","463,492,800"
1/8/2023,"129,600","129,600",0,"259,200","463,752,000"
1/9/2023,"129,600","129,600",0,"259,200","464,011,200"
1/10/2023,"129,600","129,600",0,"259,200","464,270,400"
1/11/2023,"129,600","129,600",0,"259,200","464,529,600"
1/12/2023,"129,600","129,600",0,"259,200","464,788,800"
1/13/2023,"129,600","129,600",0,"259,200","465,048,000"
1/14/2023,"129,600","129,600",0,"259,200","465,307,200"
1/15/2023,"129,600","129,600",0,"259,200","465,566,400"
1/16/2023,"129,600","129,600",0,"259,200","465,825,600"
1/17/2023,"129,600","129,600",0,"259,200","466,084,800"
1/18/2023,"129,600","129,600",0,"259,200","466,344,000"
1/19/2023,"129,600","129,600",0,"259,200","466,603,200"
1/20/2023,"129,600","129,600",0,"259,200","466,862,400"
1/21/2023,"129,600","129,600",0,"259,200","467,121,600"
1/22/2023,"129,600","129,600",0,"259,200","467,380,800"
1/23/2023,"129,600","129,600",0,"259,200","467,640,000"
1/24/2023,"129,600","129,600",0,"259,200","467,899,200"
1/25/2023,"129,600","129,600",0,"259,200","468,158,400"
1/26/2023,"129,600","129,600",0,"259,200","468,417,600"
1/27/2023,"129,600","129,600",0,"259,200","468,676,800"
1/28/2023,"129,600","129,600",0,"259,200","468,936,000"
1/29/2023,"129,600","129,600",0,"259,200","469,195,200"
1/30/2023,"129,600","129,600",0,"259,200","469,454,400"
1/31/2023,"129,600","129,600",0,"259,200","469,713,600"
2/1/2023,"129,600","129,600",0,"259,200","469,972,800"
2/2/2023,"129,600","129,600",0,"259,200","470,232,000"
2/3/2023,"108,000","108,000",0,"216,000","470,448,000"
2/4/2023,"108,000","108,000",0,"216,000","470,664,000"
2/5/2023,"108,000","108,000",0,"216,000","470,880,000"
2/6/2023,"108,000","108,000",0,"216,000","471,096,000"
2/7/2023,"108,000","108,000",0,"216,000","471,312,000"
2/8/2023,"108,000","108,000",0,"216,000","471,528,000"
2/9/2023,"108,000","108,000",0,"216,000","471,744,000"
2/10/2023,"108,000","108,000",0,"216,000","471,960,000"
2/11/2023,"108,000","108,000",0,"216,000","472,176,000"
2/12/2023,"108,000","108,000",0,"216,000","472,392,000"
2/13/2023,"108,000","108,000",0,"216,000","472,608,000"
2/14/2023,"108,000","108,000",0,"216,000","472,824,000"
2/15/2023,"108,000","108,000",0,"216,000","473,040,000"
2/16/2023,"108,000","108,000",0,"216,000","473,256,000"
2/17/2023,"108,000","108,000",0,"216,000","473,472,000"
2/18/2023,"108,000","108,000",0,"216,000","473,688,000"
2/19/2023,"108,000","108,000",0,"216,000","473,904,000"
2/20/2023,"108,000","108,000",0,"216,000","474,120,000"
2/21/2023,"108,000","108,000",0,"216,000","474,336,000"
2/22/2023,"108,000","108,000",0,"216,000","474,552,000"
2/23/2023,"108,000","108,000",0,"216,000","474,768,000"
2/24/2023,"108,000","108,000",0,"216,000","474,984,000"
2/25/2023,"108,000","108,000",0,"216,000","475,200,000"
2/26/2023,"108,000","108,000",0,"216,000","475,416,000"
2/27/2023,"108,000","108,000",0,"216,000","475,632,000"
2/28/2023,"108,000","108,000",0,"216,000","475,848,000"
3/1/2023,"108,000","108,000",0,"216,000","476,064,000"
3/2/2023,"108,000","108,000",0,"216,000","476,280,000"
3/3/2023,"86,400","86,400",0,"172,800","476,452,800"
3/4/2023,"86,400","86,400",0,"172,800","476,625,600"
3/5/2023,"86,400","86,400",0,"172,800","476,798,400"
3/6/2023,"86,400","86,400",0,"172,800","476,971,200"
3/7/2023,"86,400","86,400",0,"172,800","477,144,000"
3/8/2023,"86,400","86,400",0,"172,800","477,316,800"
3/9/2023,"86,400","86,400",0,"172,800","477,489,600"
3/10/2023,"86,400","86,400",0,"172,800","477,662,400"
3/11/2023,"86,400","86,400",0,"172,800","477,835,200"
3/12/2023,"86,400","86,400",0,"172,800","478,008,000"
3/13/2023,"86,400","86,400",0,"172,800","478,180,800"
3/14/2023,"86,400","86,400",0,"172,800","478,353,600"
3/15/2023,"86,400","86,400",0,"172,800","478,526,400"
3/16/2023,"86,400","86,400",0,"172,800","478,699,200"
3/17/2023,"86,400","86,400",0,"172,800","478,872,000"
3/18/2023,"86,400","86,400",0,"172,800","479,044,800"
3/19/2023,"86,400","86,400",0,"172,800","479,217,600"
3/20/2023,"86,400","86,400",0,"172,800","479,390,400"
3/21/2023,"86,400","86,400",0,"172,800","479,563,200"
3/22/2023,"86,400","86,400",0,"172,800","479,736,000"
3/23/2023,"86,400","86,400",0,"172,800","479,908,800"
3/24/2023,"86,400","86,400",0,"172,800","480,081,600"
3/25/2023,"86,400","86,400",0,"172,800","480,254,400"
3/26/2023,"86,400","86,400",0,"172,800","480,427,200"
3/27/2023,"86,400","86,400",0,"172,800","480,600,000"
3/28/2023,"86,400","86,400",0,"172,800","480,772,800"
3/29/2023,"86,400","86,400",0,"172,800","480,945,600"
3/30/2023,"86,400","86,400",0,"172,800","481,118,400"
3/31/2023,"86,400","86,400",0,"172,800","481,291,200"
4/1/2023,"86,400","86,400",0,"172,800","481,464,000"
4/2/2023,"86,400","86,400",0,"172,800","481,636,800"
4/3/2023,"64,800","64,800",0,"129,600","481,766,400"
4/4/2023,"64,800","64,800",0,"129,600","481,896,000"
4/5/2023,"64,800","64,800",0,"129,600","482,025,600"
4/6/2023,"64,800","64,800",0,"129,600","482,155,200"
4/7/2023,"64,800","64,800",0,"129,600","482,284,800"
4/8/2023,"64,800","64,800",0,"129,600","482,414,400"
4/9/2023,"64,800","64,800",0,"129,600","482,544,000"
4/10/2023,"64,800","64,800",0,"129,600","482,673,600"
4/11/2023,"64,800","64,800",0,"129,600","482,803,200"
4/12/2023,"64,800","64,800",0,"129,600","482,932,800"
4/13/2023,"64,800","64,800",0,"129,600","483,062,400"
4/14/2023,"64,800","64,800",0,"129,600","483,192,000"
4/15/2023,"64,800","64,800",0,"129,600","483,321,600"
4/16/2023,"64,800","64,800",0,"129,600","483,451,200"
4/17/2023,"64,800","64,800",0,"129,600","483,580,800"
4/18/2023,"64,800","64,800",0,"129,600","483,710,400"
4/19/2023,"64,800","64,800",0,"129,600","483,840,000"
4/20/2023,"64,800","64,800",0,"129,600","483,969,600"
4/21/2023,"64,800","64,800",0,"129,600","484,099,200"
4/22/2023,"64,800","64,800",0,"129,600","484,228,800"
4/23/2023,"64,800","64,800",0,"129,600","484,358,400"
4/24/2023,"64,800","64,800",0,"129,600","484,488,000"
4/25/2023,"64,800","64,800",0,"129,600","484,617,600"
4/26/2023,"64,800","64,800",0,"129,600","484,747,200"
4/27/2023,"64,800","64,800",0,"129,600","484,876,800"
4/28/2023,"64,800","64,800",0,"129,600","485,006,400"
4/29/2023,"64,800","64,800",0,"129,600","485,136,000"
4/30/2023,"64,800","64,800",0,"129,600","485,265,600"
5/1/2023,"64,800","64,800",0,"129,600","485,395,200"
5/2/2023,"64,800","64,800",0,"129,600","485,524,800"
5/3/2023,"54,000","54,000",0,"108,000","485,632,800"
5/4/2023,"54,000","54,000",0,"108,000","485,740,800"
5/5/2023,"54,000","54,000",0,"108,000","485,848,800"
5/6/2023,"54,000","54,000",0,"108,000","485,956,800"
5/7/2023,"54,000","54,000",0,"108,000","486,064,800"
5/8/2023,"54,000","54,000",0,"108,000","486,172,800"
5/9/2023,"54,000","54,000",0,"108,000","486,280,800"
5/10/2023,"54,000","54,000",0,"108,000","486,388,800"
5/11/2023,"54,000","54,000",0,"108,000","486,496,800"
5/12/2023,"54,000","54,000",0,"108,000","486,604,800"
5/13/2023,"54,000","54,000",0,"108,000","486,712,800"
5/14/2023,"54,000","54,000",0,"108,000","486,820,800"
5/15/2023,"54,000","54,000",0,"108,000","486,928,800"
5/16/2023,"54,000","54,000",0,"108,000","487,036,800"
5/17/2023,"54,000","54,000",0,"108,000","487,144,800"
5/18/2023,"54,000","54,000",0,"108,000","487,252,800"
5/19/2023,"54,000","54,000",0,"108,000","487,360,800"
5/20/2023,"54,000","54,000",0,"108,000","487,468,800"
5/21/2023,"54,000","54,000",0,"108,000","487,576,800"
5/22/2023,"54,000","54,000",0,"108,000","487,684,800"
5/23/2023,"54,000","54,000",0,"108,000","487,792,800"
5/24/2023,"54,000","54,000",0,"108,000","487,900,800"
5/25/2023,"54,000","54,000",0,"108,000","488,008,800"
5/26/2023,"54,000","54,000",0,"108,000","488,116,800"
5/27/2023,"54,000","54,000",0,"108,000","488,224,800"
5/28/2023,"54,000","54,000",0,"108,000","488,332,800"
5/29/2023,"54,000","54,000",0,"108,000","488,440,800"
5/30/2023,"54,000","54,000",0,"108,000","488,548,800"
5/31/2023,"54,000","54,000",0,"108,000","488,656,800"
6/1/2023,"54,000","54,000",0,"108,000","488,764,800"
6/2/2023,"54,000","54,000",0,"108,000","488,872,800"
6/3/2023,"43,200","43,200",0,"86,400","488,959,200"
6/4/2023,"43,200","43,200",0,"86,400","489,045,600"
6/5/2023,"43,200","43,200",0,"86,400","489,132,000"
6/6/2023,"43,200","43,200",0,"86,400","489,218,400"
6/7/2023,"43,200","43,200",0,"86,400","489,304,800"
6/8/2023,"43,200","43,200",0,"86,400","489,391,200"
6/9/2023,"43,200","43,200",0,"86,400","489,477,600"
6/10/2023,"43,200","43,200",0,"86,400","489,564,000"
6/11/2023,"43,200","43,200",0,"86,400","489,650,400"
6/12/2023,"43,200","43,200",0,"86,400","489,736,800"
6/13/2023,"43,200","43,200",0,"86,400","489,823,200"
6/14/2023,"43,200","43,200",0,"86,400","489,909,600"
6/15/2023,"43,200","43,200",0,"86,400","489,996,000"
6/16/2023,"43,200","43,200",0,"86,400","490,082,400"
6/17/2023,"43,200","43,200",0,"86,400","490,168,800"
6/18/2023,"43,200","43,200",0,"86,400","490,255,200"
6/19/2023,"43,200","43,200",0,"86,400","490,341,600"
6/20/2023,"43,200","43,200",0,"86,400","490,428,000"
6/21/2023,"43,200","43,200",0,"86,400","490,514,400"
6/22/2023,"43,200","43,200",0,"86,400","490,600,800"
6/23/2023,"43,200","43,200",0,"86,400","490,687,200"
6/24/2023,"43,200","43,200",0,"86,400","490,773,600"
6/25/2023,"43,200","43,200",0,"86,400","490,860,000"
6/26/2023,"43,200","43,200",0,"86,400","490,946,400"
6/27/2023,"43,200","43,200",0,"86,400","491,032,800"
6/28/2023,"43,200","43,200",0,"86,400","491,119,200"
6/29/2023,"43,200","43,200",0,"86,400","491,205,600"
6/30/2023,"43,200","43,200",0,"86,400","491,292,000"
7/1/2023,"43,200","43,200",0,"86,400","491,378,400"
7/2/2023,"43,200","43,200",0,"86,400","491,464,800"
7/3/2023,"38,880","38,880",0,"77,760","491,542,560"
7/4/2023,"38,880","38,880",0,"77,760","491,620,320"
7/5/2023,"38,880","38,880",0,"77,760","491,698,080"
7/6/2023,"38,880","38,880",0,"77,760","491,775,840"
7/7/2023,"38,880","38,880",0,"77,760","491,853,600"
7/8/2023,"38,880","38,880",0,"77,760","491,931,360"
7/9/2023,"38,880","38,880",0,"77,760","492,009,120"
7/10/2023,"38,880","38,880",0,"77,760","492,086,880"
7/11/2023,"38,880","38,880",0,"77,760","492,164,640"
7/12/2023,"38,880","38,880",0,"77,760","492,242,400"
7/13/2023,"38,880","38,880",0,"77,760","492,320,160"
7/14/2023,"38,880","38,880",0,"77,760","492,397,920"
7/15/2023,"38,880","38,880",0,"77,760","492,475,680"
7/16/2023,"38,880","38,880",0,"77,760","492,553,440"
7/17/2023,"38,880","38,880",0,"77,760","492,631,200"
7/18/2023,"38,880","38,880",0,"77,760","492,708,960"
7/19/2023,"38,880","38,880",0,"77,760","492,786,720"
7/20/2023,"38,880","38,880",0,"77,760","492,864,480"
7/21/2023,"38,880","38,880",0,"77,760","492,942,240"
7/22/2023,"38,880","38,880",0,"77,760","493,020,000"
7/23/2023,"38,880","38,880",0,"77,760","493,097,760"
7/24/2023,"38,880","38,880",0,"77,760","493,175,520"
7/25/2023,"38,880","38,880",0,"77,760","493,253,280"
7/26/2023,"38,880","38,880",0,"77,760","493,331,040"
7/27/2023,"38,880","38,880",0,"77,760","493,408,800"
7/28/2023,"38,880","38,880",0,"77,760","493,486,560"
7/29/2023,"38,880","38,880",0,"77,760","493,564,320"
7/30/2023,"38,880","38,880",0,"77,760","493,642,080"
7/31/2023,"38,880","38,880",0,"77,760","493,719,840"
8/1/2023,"38,880","38,880",0,"77,760","493,797,600"
8/2/2023,"38,880","38,880",0,"77,760","493,875,360"
8/3/2023,"34,560","34,560",0,"69,120","493,944,480"
8/4/2023,"34,560","34,560",0,"69,120","494,013,600"
8/5/2023,"34,560","34,560",0,"69,120","494,082,720"
8/6/2023,"34,560","34,560",0,"69,120","494,151,840"
8/7/2023,"34,560","34,560",0,"69,120","494,220,960"
8/8/2023,"34,560","34,560",0,"69,120","494,290,080"
8/9/2023,"34,560","34,560",0,"69,120","494,359,200"
8/10/2023,"34,560","34,560",0,"69,120","494,428,320"
8/11/2023,"34,560","34,560",0,"69,120","494,497,440"
8/12/2023,"34,560","34,560",0,"69,120","494,566,560"
8/13/2023,"34,560","34,560",0,"69,120","494,635,680"
8/14/2023,"34,560","34,560",0,"69,120","494,704,800"
8/15/2023,"34,560","34,560",0,"69,120","494,773,920"
8/16/2023,"34,560","34,560",0,"69,120","494,843,040"
8/17/2023,"34,560","34,560",0,"69,120","494,912,160"
8/18/2023,"34,560","34,560",0,"69,120","494,981,280"
8/19/2023,"34,560","34,560",0,"69,120","495,050,400"
8/20/2023,"34,560","34,560",0,"69,120","495,119,520"
8/21/2023,"34,560","34,560",0,"69,120","495,188,640"
8/22/2023,"34,560","34,560",0,"69,120","495,257,760"
8/23/2023,"34,560","34,560",0,"69,120","495,326,880"
8/24/2023,"34,560","34,560",0,"69,120","495,396,000"
8/25/2023,"34,560","34,560",0,"69,120","495,465,120"
8/26/2023,"34,560","34,560",0,"69,120","495,534,240"
8/27/2023,"34,560","34,560",0,"69,120","495,603,360"
8/28/2023,"34,560","34,560",0,"69,120","495,672,480"
8/29/2023,"34,560","34,560",0,"69,120","495,741,600"
8/30/2023,"34,560","34,560",0,"69,120","495,810,720"
8/31/2023,"34,560","34,560",0,"69,120","495,879,840"
9/1/2023,"34,560","34,560",0,"69,120","495,948,960"
9/2/2023,"34,560","34,560",0,"69,120","496,018,080"
9/3/2023,"30,240","30,240",0,"60,480","496,078,560"
9/4/2023,"30,240","30,240",0,"60,480","496,139,040"
9/5/2023,"30,240","30,240",0,"60,480","496,199,520"
9/6/2023,"30,240","30,240",0,"60,480","496,260,000"
9/7/2023,"30,240","30,240",0,"60,480","496,320,480"
9/8/2023,"30,240","30,240",0,"60,480","496,380,960"
9/9/2023,"30,240","30,240",0,"60,480","496,441,440"
9/10/2023,"30,240","30,240",0,"60,480","496,501,920"
9/11/2023,"30,240","30,240",0,"60,480","496,562,400"
9/12/2023,"30,240","30,240",0,"60,480","496,622,880"
9/13/2023,"30,240","30,240",0,"60,480","496,683,360"
9/14/2023,"30,240","30,240",0,"60,480","496,743,840"
9/15/2023,"30,240","30,240",0,"60,480","496,804,320"
9/16/2023,"30,240","30,240",0,"60,480","496,864,800"
9/17/2023,"30,240","30,240",0,"60,480","496,925,280"
9/18/2023,"30,240","30,240",0,"60,480","496,985,760"
9/19/2023,"30,240","30,240",0,"60,480","497,046,240"
9/20/2023,"30,240","30,240",0,"60,480","497,106,720"
9/21/2023,"30,240","30,240",0,"60,480","497,167,200"
9/22/2023,"30,240","30,240",0,"60,480","497,227,680"
9/23/2023,"30,240","30,240",0,"60,480","497,288,160"
9/24/2023,"30,240","30,240",0,"60,480","497,348,640"
9/25/2023,"30,240","30,240",0,"60,480","497,409,120"
9/26/2023,"30,240","30,240",0,"60,480","497,469,600"
9/27/2023,"30,240","30,240",0,"60,480","497,530,080"
9/28/2023,"30,240","30,240",0,"60,480","497,590,560"
9/29/2023,"30,240","30,240",0,"60,480","497,651,040"
9/30/2023,"30,240","30,240",0,"60,480","497,711,520"
10/1/2023,"30,240","30,240",0,"60,480","497,772,000"
10/2/2023,"30,240","30,240",0,"60,480","497,832,480"
10/3/2023,"25,920","25,920",0,"51,840","497,884,320"
10/4/2023,"25,920","25,920",0,"51,840","497,936,160"
10/5/2023,"25,920","25,920",0,"51,840","497,988,000"
10/6/2023,"25,920","25,920",0,"51,840","498,039,840"
10/7/2023,"25,920","25,920",0,"51,840","498,091,680"
10/8/2023,"25,920","25,920",0,"51,840","498,143,520"
10/9/2023,"25,920","25,920",0,"51,840","498,195,360"
10/10/2023,"25,920","25,920",0,"51,840","498,247,200"
10/11/2023,"25,920","25,920",0,"51,840","498,299,040"
10/12/2023,"25,920","25,920",0,"51,840","498,350,880"
10/13/2023,"25,920","25,920",0,"51,840","498,402,720"
10/14/2023,"25,920","25,920",0,"51,840","498,454,560"
10/15/2023,"25,920","25,920",0,"51,840","498,506,400"
10/16/2023,"25,920","25,920",0,"51,840","498,558,240"
10/17/2023,"25,920","25,920",0,"51,840","498,610,080"
10/18/2023,"25,920","25,920",0,"51,840","498,661,920"
10/19/2023,"25,920","25,920",0,"51,840","498,713,760"
10/20/2023,"25,920","25,920",0,"51,840","498,765,600"
10/21/2023,"25,920","25,920",0,"51,840","498,817,440"
10/22/2023,"25,920","25,920",0,"51,840","498,869,280"
10/23/2023,"25,920","25,920",0,"51,840","498,921,120"
10/24/2023,"25,920","25,920",0,"51,840","498,972,960"
10/25/2023,"25,920","25,920",0,"51,840","499,024,800"
10/26/2023,"25,920","25,920",0,"51,840","499,076,640"
10/27/2023,"25,920","25,920",0,"51,840","499,128,480"
10/28/2023,"25,920","25,920",0,"51,840","499,180,320"
10/29/2023,"25,920","25,920",0,"51,840","499,232,160"
10/30/2023,"25,920","25,920",0,"51,840","499,284,000"
10/31/2023,"25,920","25,920",0,"51,840","499,335,840"
11/1/2023,"25,920","25,920",0,"51,840","499,387,680"
11/2/2023,"25,920","25,920",0,"51,840","499,439,520"
11/3/2023,"21,557","21,557",0,"43,114","499,482,634"
11/4/2023,"21,557","21,557",0,"43,114","499,525,748"
11/5/2023,"21,557","21,557",0,"43,114","499,568,862"
11/6/2023,"21,557","21,557",0,"43,114","499,611,975"
11/7/2023,"21,557","21,557",0,"43,114","499,655,089"
11/8/2023,"21,557","21,557",0,"43,114","499,698,203"
11/9/2023,"21,557","21,557",0,"43,114","499,741,317"
11/10/2023,"21,557","21,557",0,"43,114","499,784,431"
11/11/2023,"21,557","21,557",0,"43,114","499,827,545"
11/12/2023,"21,557","21,557",0,"43,114","499,870,658"
11/13/2023,"21,557","21,557",0,"43,114","499,913,772"
11/14/2023,"21,557","21,557",0,"43,114","499,956,886"
11/15/2023,"21,557","21,557",0,"43,114","500,000,000"